Actual_X,Actual_Y,Predicted_Y
"['d', 'h', 'w', 'a', 'n', 'i', 'm', 'i', 'k', 'o', 'n']","['ध', '्', 'व', 'न', 'ि', 'म', 'ि', 'क', 'ो', 'ं']","['ध', '्', 'व', 'न', 'ि', 'म', 'ि', 'क', 'ो', 'ं']"
"['k', 'h', 'i', 't', 'a', 'b', 'o', 'n']","['ख', 'ि', 'त', 'ा', 'ब', 'ो', 'ं']","['ख', 'ि', 'त', 'ा', 'ब', 'ो', 'ं']"
"['k', 'a', 'k', 'i', 'n', 'a', 'd', 'a']","['क', 'ा', 'क', 'ी', 'न', 'ा', 'ड', '़', 'ा']","['क', 'ा', 'क', 'ी', 'न', 'ा', 'ड', 'ा']"
"['c', 'h', 'i', 'c', 'o', 'p', 'e', 'e']","['च', 'ि', 'क', 'ो', 'प', 'ी']","['च', 'ि', 'क', 'ो', 'प', 'ी']"
"['j', 'h', 'a', 'd', 'a']","['झ', 'ा', 'ड', '़', 'ा']","['झ', 'ड', '़', 'ा']"
"['n', 'e', 'g']","['न', 'े', 'ग']","['न', 'े', 'ग']"
"['l', 'a', 'b', 'e', 'l', 'l', 'i', 'n', 'g']","['ल', 'े', 'ब', 'ल', 'ि', 'ं', 'ग']","['ल', 'े', 'ब', 'ल', 'ि', 'ं', 'ग']"
"['d', 'h', 'a', 'a', 't', 'u', 'e', 'i', 'n']","['ध', 'ा', 'त', 'ु', 'ए', 'ं']","['ध', 'ा', 'त', 'ु', 'ए', 'ं']"
"['u', 't', 'a', 'a', 'h', 'a', 'w', 'a', 'r', 'd', 'd', 'h', 'a', 'n']","['उ', 'त', '्', 'स', 'ा', 'ह', 'व', 'र', '्', 'द', '्', 'ध', 'न']","['उ', 'त', '्', 'स', 'ा', 'ह', 'व', 'र', '्', 'द', '्', 'ध', 'न']"
"['u', 'b', 'h', 'r', 'e', 'g', 'a', 'a']","['उ', 'भ', 'र', 'े', 'ग', 'ा']","['उ', 'भ', 'र', 'े', 'ग', 'ा']"
"['b', 'a', 'l', 'u', 'r', 'a', 'k']","['ब', 'ल', 'ु', 'र', 'क']","['ब', 'ा', 'ल', 'ु', 'र', 'क']"
"['b', 'e', 'r', 'n', 'a', 'r', 'd']","['ब', 'र', '्', 'न', 'ा', 'र', '्', 'ड']","['ब', 'र', '्', 'न', 'ा', 'र', '्', 'ड']"
"['e', 'n', 'k', 'a']","['ए', 'न', 'क', 'ा']","['ए', 'ं', 'क', 'ा']"
"['o', 'o', 'd', 'h', 'a', 'm', 'i']","['ऊ', 'ध', 'ा', 'म', 'ी']","['ऊ', 'ध', 'म', 'ी']"
"['i', 'm', 'm', 'a', 't', 'u', 'r', 'i', 't', 'y']","['इ', 'म', '्', 'म', 'ै', 'च', '्', 'य', 'ो', 'र', 'ि', 'ट', 'ी']","['इ', 'म', '्', 'य', 'ू', 'च', '्', 'र', 'ि', 'ट', 'ि']"
"['e', 'm', 'i', 'l', 'y']","['ए', 'म', 'ि', 'ल']","['ए', 'म', 'ि', 'ल', 'ी']"
"['m', 'a', 'd', 'd', 'y']","['म', 'ै', 'ड', 'ी']","['म', 'ड', '्', 'ड', 'ी']"
"['n', 'a', 'r', 'i', 'n', 'g', 'h', 'g', 'a', 'r', 'h']","['न', 'र', 'स', 'ि', 'ं', 'ह', 'ग', 'ढ', '़']","['न', 'र', 'स', 'ि', 'ं', 'ग', 'घ', 'ढ', '़']"
"['p', 'r', 'a', 'n', 'a', 'n', 'g', 'a', 'l', 'i']","['प', '्', 'र', 'ा', 'ण', 'स', 'ं', 'ग', 'ल', 'ी']","['प', '्', 'र', 'ा', 'ं', 'स', 'ं', 'ग', 'ल', 'ी']"
"['r', 'a', 'i', 'l', 'e', 'e', 'h']","['र', 'ै', 'ल', 'ी', 'ः']","['र', 'े', 'ल', 'े']"
"['e', 'n', 't', 'h', 'e']","['ऐ', 'ं', 'ठ', 'े']","['ए', 'न', '्', 'े']"
"['t', 'e', 'e', 'm', 'a', 'a', 'r', 'd', 'a', 'r', 'o', 'n']","['त', 'ी', 'म', 'ा', 'र', 'द', 'ा', 'र', 'ो', 'ं']","['त', 'ी', 'म', 'ा', 'र', '्', 'द', 'र', 'ो', 'ं']"
"['w', 'a', 'r', 'e']","['व', 'े', 'य', 'र']","['व', 'ा', 'र', 'े']"
"['t', 'r', 'a', 'y']","['स', '्', 'ट', '्', 'र', 'े']","['स', '्', 'ट', '्', 'र', 'े']"
"['w', 'i', 'r', 'e', 'r', 'l', 'e']","['व', 'ा', 'य', 'र', 'ल', 'े', 'स']","['व', 'ा', 'य', 'र', 'े', 'ल', '्', 'स']"
"['b', 'h', 'a', 't', 'i', 'a']","['भ', 'ा', 'ट', 'ि', 'य', 'ा']","['भ', 'ट', 'ि', 'य', 'ा']"
"['a', 'u', 'g', 'u', 't', 'u', 't', 'i', 'n', 'e']","['अ', 'ग', 'स', '्', 'ट', 'ा', 'इ', 'न']","['ऑ', 'ग', 'स', '्', 'ट', '्', 'ट', 'ी', 'न']"
"['b', 'e', 'n', 'd', 'e', 'r']","['ब', 'े', 'ं', 'ड', 'र']","['ब', 'े', 'न', '्', 'र', 'र']"
"['l', 'a', 'k', 'e', 'e', 'r']","['ल', 'क', 'ी', 'र']","['ल', 'क', 'ी', 'र']"
"['c', 'a', 'p', 'l', 'i', 'n']","['क', 'ै', 'प', 'ल', 'ि', 'न']","['क', 'े', 'प', '्', 'ल', 'ि', 'न']"
"['o', 'x', 'i', 'd', 'e']","['ऑ', 'क', '्', 'स', 'ा', 'इ', 'ड']","['आ', 'क', '्', 'स', 'ा', 'इ', 'ड']"
"['g', 'a', 'a', 'n', 'v']","['ग', 'ॉ', 'ं', 'व']","['ग', 'ा', 'ं', 'व']"
"['a', 'm', 'j', 'h', 'e', 'r', 'a']","['अ', 'म', 'झ', 'े', 'र', 'ा']","['अ', 'म', 'झ', 'े', 'र', 'ा']"
"['a', 'j', 'e', 't', 'e', 'e']","['स', 'ज', 'े', 'त', 'ी']","['स', 'ज', 'े', 'त', 'ी']"
"['e', 'v', 'a', 'm', 'u', 'k', 't', 'a']","['स', 'े', 'व', 'ा', 'म', 'ु', 'क', '्', 'त']","['स', 'े', 'व', 'ा', 'म', 'ु', 'क', '्', 'त', 'ा']"
"['l', 'e', 't', 'a', 'k', 'a', 'r']","['ल', 'े', 'ट', 'क', 'र']","['ल', 'े', 'ट', 'ा', 'क', 'र']"
"['f', 'a', 't', 'e', 'n', 'e', 'r']","['फ', 'ा', 'स', '्', 'न', 'र', '्', 'स']","['फ', 'ा', 'स', '्', 'ट', 'न', 'र', '्', 'स']"
"['m', 'a', 'd']","['म', 'ै', 'ड']","['ए', 'ड', 'ी', 'ए']"
"['g', 'a', 'j', 'a', 'r', 'a']","['ग', 'ज', 'र', 'ा']","['ग', 'ज', 'र', 'ा']"
"['p', 'e', 'h', 'n', 'i']","['प', 'ह', 'न', 'ी']","['प', 'ह', 'न', 'ी']"
"['a', 'i', 'n', 't', 'h']","['ऐ', 'ं', 'ठ']","['ए', 'ं', '्']"
"['n', 'i', 'c', 'h', 'a', 'l', 'a', 'a']","['न', 'ि', 'च', 'ल', 'ा']","['न', 'ि', 'च', 'ल', 'ा']"
"['j', 'e', 'e', 'v', 'v', 'i', 'g', 'y', 'a', 'n', 'i', 'y', 'o', 'n']","['ज', 'ी', 'व', 'व', 'ि', 'ज', '्', 'ञ', 'ा', 'न', 'ि', 'य', 'ो', 'ं']","['ज', 'ी', 'व', 'व', 'ि', 'ज', '्', 'ञ', 'ा', 'न', 'ि', 'य', 'ो', 'ं']"
"['m', 'a', 'r', 'r', 'e', 'j']","['म', 'ै', 'र', 'े', 'ज']","['म', 'ा', 'र', 'े', 'ज']"
"['g', 'h', 'u', 'n', 'a']","['घ', 'ू', 'ं', 'स', 'ा']","['घ', 'ु', 'न', 'स', 'ा']"
"['n', 'e', 'l', 'o', 'n']","['न', 'े', 'ल', '्', 'स', 'न']","['न', 'े', 'ल', '्', 'स', 'ो', 'न']"
"['a', 'a', 'y', 'n']","['स', 'ा', 'य', 'ं']","['स', 'ा', 'ं']"
"['h', 'i', 'm', 'a', 'm', 'a', 'a', 'n', 'a', 'v']","['ह', 'ि', 'म', 'म', 'ा', 'न', 'व']","['ह', 'ि', 'म', 'ा', 'म', 'न', 'व']"
"['g', 'a', 'z', 'i']","['ग', 'ा', 'ज', '़', 'ी']","['ग', 'ज', '़', 'ी']"
"['m', 'a', 't', 't', 'a', 'n', 'c', 'h', 'e', 'r', 'i']","['म', 'ट', '्', 'ट', 'ा', 'न', 'च', 'े', 'र', 'ी']","['म', 'ट', '्', 'ट', 'ा', 'च', 'े', 'र', 'ी']"
"['t', 'u', 'b', 'e', 'r', 'c', 'u', 'l', 'o', 'i']","['ट', '्', 'य', 'ू', 'ब', 'र', 'क', '्', 'य', 'ू', 'ल', 'ो', 'स', 'ि', 'स']","['ट', '्', 'य', 'ु', 'ब', 'र', 'क', 'ल', 'स', 'ि', 'स']"
"['m', 'e', 'g', 'a', 'p', 'i', 'x', 'e', 'l']","['म', 'े', 'ग', 'ा', 'प', 'ि', 'क', '्', 'स', 'ल']","['म', 'े', 'ग', 'ा', 'प', 'ा', 'इ', 'स', 'ल', 'े', 'क']"
"['p', 'a', 'a', 't', 'h', 'h', 'a', 'a', 'l', 'a', 'a', 'y', 'e', 'i', 'n']","['प', 'ा', 'ठ', 'ा', 'ल', 'ा', 'ए', 'ं']","['प', 'ा', 'ठ', 'ा', 'ल', 'ा', 'य', 'े', 'ं']"
"['a', 'a', 'w', 'a', 'j', 'o', 'n']","['आ', 'व', 'ा', 'ज', '़', 'ो', 'ं']","['आ', 'व', 'ा', 'ज', 'ो', 'ं']"
"['a', 'a', 'v', 'r', 'i', 't', 'i']","['आ', 'व', 'ृ', 'त', '्', 'त', 'ि']","['आ', 'व', 'ृ', 'त', 'ि']"
"['a', 'h', 'o', 'o', 'l', 'i', 'y', 'a', 't', 'a']","['स', 'ह', 'ू', 'ल', 'ि', 'य', 'त']","['स', 'ह', 'ू', 'ल', 'ि', 'य', 'त', 'ा']"
"['h', 'a', 'd', 'a', 'd', 'h', 'i']","['द', 'ध', 'ि']","['द', 'ा', 'ध', 'ी']"
"['e', 'v', 'a', 'a', 'l', 'a']","['स', 'े', 'व', 'ा', 'ल', 'ा']","['स', 'े', 'व', 'ा', 'ल', 'ा']"
"['l', 'u', 'c', 'i', 'e']","['ल', 'ू', 'स', 'ी']","['ल', 'ू', 'स', 'ी']"
"['g', 'y', 'o', 'n', 't', 'h']","['ग', '्', 'य', 'ो', 'ं', 'ठ']","['ज', '्', 'य', 'ो', 'ं', 'थ']"
"['m', 'a', 'e', 'y']","['म', 'ै', 'स', 'ी']","['म', 'स', 'स', 'े']"
"['u', 'a', 'k']","['उ', 'स', 'क']","['उ', 'स', 'क']"
"['a', 'r', 'a', 'w', 'a', 'g', 'i']","['स', 'ा', 'र', 'ा', 'व', 'ा', 'ग', 'ी']","['स', 'ा', 'र', 'ा', 'व', 'ग', 'ी']"
"['v', 'i', 'd', 'y', 'a', 'a', 'y', 'e', 'i', 'n']","['व', 'ि', 'द', '्', 'य', 'ा', 'ए', 'ं']","['व', 'ि', 'द', '्', 'य', 'ा', 'य', 'े', 'ं']"
"['p', 'f', 'a', 'u', 'd', 'l', 'e', 'r']","['फ', 'ा', 'उ', 'ड', 'ल', 'र']","['प', '्', 'फ', 'ॉ', 'ल', '्', 'ड', 'र']"
"['p', 'i', 'c', 'h', 'd', 'e']","['प', 'ि', 'छ', 'ड', '़', 'े']","['प', 'ि', 'च', 'ड', 'े']"
"['t', 'c', 'n']","['ट', 'ी', 'स', 'ी', 'ए', 'न', 'ए', 'स']","['ट', 'ी', 'स', 'ी', 'ए', 'न', 'ए', 'स']"
"['f', 'r', 'a', 'n', 'i', 'k', 'o']","['फ', '्', 'र', 'ा', 'ं', 'स', 'ि', 'स', '्', 'क', 'ो']","['फ', '्', 'र', 'ा', 'ं', 'स', 'ि', 'स', '्', 'क', 'ो']"
"['a', 'r', 'i', 'c', 'a']","['ए', 'र', 'ि', 'क', 'ा']","['आ', 'र', 'ी', 'क', 'ा']"
"['p', 'a', 'r', 'n', 'e', 'l']","['प', 'ा', 'र', '्', 'न', 'े', 'ल']","['प', 'ा', 'र', '्', 'न', 'े', 'ल']"
"['a', 'a', 'd', 'h', 'i', 'n']","['आ', 'ध', 'ी', 'न']","['आ', 'ध', 'ि', 'न']"
"['h', 'm', 'i', 'l']","['म', 'ि', 'ल']","['म', 'म', 'ल']"
"['p', 'u', 't', 'l', 'i', 'y', 'a', 'n']","['प', 'ु', 'त', 'ल', 'ि', 'य', 'ा', 'ं']","['प', 'ु', 'त', 'ल', 'ि', 'य', 'ा', 'ं']"
"['u', 'b', 't', 'e', 'n', 'i']","['स', 'ब', 'स', '्', 'ट', 'े', 'ं', 'स', 'ि', 'स']","['स', 'ब', 'स', '्', 'ट', 'े', 'ं', 'स', 'ि', 'स']"
"['c', 'h', 'h', 'o', 'd', 'i', 'y', 'e']","['छ', 'ो', 'ड', 'ि', 'य', 'े']","['छ', 'ो', 'ड', '़', 'ि', 'य', 'े']"
"['l', 'a', 'l', 'k', 'r', 'i', 'h', 'n', 'a']","['ल', 'ा', 'ल', 'क', 'ृ', 'ष', '्', 'ण']","['ल', 'ा', 'ल', 'क', 'ृ', 'ष', '्', 'ण']"
"['k', 'u', 't', 't', 'a']","['क', 'ु', 'त', '्', 'त', 'ा']","['क', 'ु', 'त', '्', 'त', 'ा']"
"['t', 'a', 'd', 'e', 'e', 'k']","['त', 'स', 'द', 'ी', 'क']","['त', 'स', 'द', 'ी', 'क']"
"['c', 'a', 'i', 't', 'l', 'y', 'n']","['क', 'ै', 'ट', 'ल', 'ि', 'न']","['क', 'ै', 'ट', 'ल', 'ि', 'न']"
"['k', 'a', 'a', 'b', 'i', 'l', 'e', 'g', 'o', 'u', 'r']","['क', 'ा', 'ब', 'ि', 'ल', 'े', 'ग', 'ौ', 'र']","['क', 'ा', 'ब', 'ि', 'ल', 'े', 'ग', 'ौ', 'र']"
"['a', 'r', 'y', 'o', 'n']","['आ', 'र', '्', 'य', 'ो', 'ं']","['आ', 'र', '्', 'य', 'ो', 'ं']"
"['d', 'a', 'n', 'v', 'i', 'l', 'l', 'e']","['ड', 'ै', 'न', 'व', 'ि', 'ल']","['ड', 'ा', 'न', 'व', 'ि', 'ल', 'े']"
"['y', 'o', 'j', 'n', 'a', 'h']","['य', 'ो', 'ज', 'न', 'ा', 'ः']","['य', 'ो', 'ज', 'न', 'ा', 'ह']"
"['b', 'a', 'j', 'a', 'j']","['ब', 'ज', 'ा', 'ज']","['ब', 'ज', 'ज']"
"['n', 'i', 'y', 'a', 'n', 't', 'a', 'a', 'o', 'n']","['न', 'ि', 'य', 'ं', 'त', 'ा', 'ओ', 'ं']","['न', 'ि', 'य', 'ं', 'त', 'ा', 'ओ', 'ं']"
"['g', 'o', 'w', 'm', 'u', 't', 'r', 'a']","['ग', 'ौ', 'म', 'ू', 'त', '्', 'र']","['ग', 'ौ', 'म', 'म', 'ु', 'त', '्', 'र']"
"['v', 'a', 'n', 'k', 'h', 'e', 't', 'r', 'a']","['व', 'न', 'क', '्', 'ष', 'े', 'त', '्', 'र']","['व', 'न', 'क', '्', 'ष', 'े', 'त', '्', 'र']"
"['r', 'a', 't', 'l', 'a', 'm']","['र', 'त', 'ल', 'ा', 'म']","['र', 'त', '्', 'ल', 'म']"
"['r', 'a', 'a', 'g', 'o', 'n']","['र', 'ा', 'ग', 'ो', 'ं']","['र', 'ा', 'ग', 'ो', 'ं']"
"['w', 'o', 'r', 't', 'h']","['व', 'र', '्', 'थ']","['व', 'ा', 'र', '्', 'थ']"
"['u', 'c', 'h', 'h', 'a', 'l', 'n', 'e']","['उ', 'छ', 'ा', 'ल', 'न', 'े']","['उ', 'छ', 'ल', 'न', 'े']"
"['a', 't', 't', 'r', 'a', 'i', 'k', 't']","['अ', 'ट', '्', 'र', 'ै', 'क', '्', 'ट']","['ए', 'ट', '्', 'र', 'ै', 'क', '्', 'ट']"
"['r', 'a', 'm', 'k', 'o', 't']","['र', 'ा', 'म', 'क', 'ो', 'ट']","['र', 'ा', 'म', 'क', 'ो', 'ट']"
"['t', 'y', 'o', 'h', 'a', 'r']","['त', '्', 'य', 'ौ', 'ह', 'ा', 'र']","['त', '्', 'य', 'ो', 'ह', 'र']"
"['p', 'a', 'r', 'i', 'w', 'a', 'r', 'w', 'a', 'l', 'e']","['प', 'र', 'ि', 'व', 'ा', 'र', 'व', 'ा', 'ल', 'े']","['प', 'र', 'ि', 'व', 'ा', 'र', 'व', 'ा', 'ल', 'े']"
"['v', 'i', 'm', 'a', 'r', 'h', 'o', 'n']","['व', 'ि', 'म', 'र', '्', 'ो', 'ं']","['व', 'ि', 'म', 'र', '्', 'ो', 'ं']"
"['g', 'r', 'o', 'v', 'e', 'r']","['ग', '्', 'र', 'ो', 'व', 'र']","['ग', '्', 'र', 'ॉ', 'व', 'र']"
"['p', 'a', 't', 'i', 'l']","['प', 'ा', 'ट', 'ि', 'ल']","['प', 'त', 'ि', 'ल']"
"['l', 'o', 'k', 'o', 't', 'a', 'w']","['ल', 'ो', 'क', 'ो', 'त', '्', 'स', 'व']","['ल', 'ो', 'क', 'ो', 'त', '्', 'स', 'व']"
"['m', 'i', 'c', 'h', 'a', 'e', 'l']","['म', 'ा', 'ई', 'क', 'ल']","['म', 'ि', 'च', 'ा', 'ल']"
"['h', 'r', 'a', 'v', 'a', 'n', 'i']","['्', 'र', 'ा', 'व', 'ण', 'ी']","['्', 'र', 'व', 'ण', 'ी']"
"['t', 'a', 'n', 't', 'r', 'a']","['त', 'ं', 'त', '्', 'र']","['त', 'न', '्', 'त', '्', 'र']"
"['k', 'i', 'd', 'w', 'a', 'i']","['क', 'ि', 'द', 'व', 'ई']","['क', 'ि', 'ड', '़', 'व', 'ा', 'ई']"
"['u', 'd', 'a', 'n', 'e', 'n']","['उ', 'ड', '़', 'ा', 'न', 'े', 'ं']","['उ', 'ड', '़', 'न', 'े', 'ं']"
"['c', 'a', 'm', 'b', 'r', 'i', 'd', 'g', 'e']","['क', 'ै', 'ं', 'ब', '्', 'र', 'ि', 'ज']","['क', 'ै', 'म', '्', 'ब', '्', 'र', 'ि', 'ज']"
"['i', 'h', 'a', 't']","['ई', 'ष', '्', 'ट']","['इ', 'ा', 'त']"
"['b', 'h', 'i', 'l', 'a', 'i']","['भ', 'ि', 'ल', 'ा', 'ई']","['भ', 'ी', 'ल', 'ई']"
"['k', 'a', 'c', 'h', 'c', 'h', 'h', 'e']","['क', 'च', '्', 'छ', 'े']","['क', 'च', '्', 'छ', 'े']"
"['j', 'e', 'w', 'e', 'l', 'l', 'e', 'r']","['ज', '्', 'व', 'े', 'ल', 'र', '्', 'स']","['ज', 'ी', 'व', 'ल', 'ल', 'र', '्', 'स']"
"['k', 'o', 'l', 'i', 'n', 'g']","['क', 'ो', 'ल', 'ि', 'ं', 'ग']","['क', 'ॉ', 'ल', 'ि', 'ं', 'ग']"
"['a', 't', 't', 'a', 'h', 'a', 'a']","['अ', 'ट', '्', 'ट', 'ह', 'ा', 'स']","['अ', 'ट', '्', 'थ', 'ा', 'स', 'ा']"
"['p', 'r', 'a', 't', 'i', 't', 'h', 'a', 'a', 'n']","['प', '्', 'र', 'त', 'ि', 'स', '्', 'थ', 'ा', 'न']","['प', '्', 'र', 'त', 'ि', 'ष', '्', 'थ', 'ा', 'न']"
"['p', 'r', 'a', 'y']","['स', '्', 'प', '्', 'र', 'े']","['स', '्', 'प', '्', 'र', 'े']"
"['b', 'o', 'i', 'e', 'r']","['ब', 'ो', 'स', 'ी', 'य', 'र']","['ब', 'ो', 'स', 'ि', 'य', 'र']"
"['g', 'h', 'a', 't', 'a', 'a', 'e', 'g', 'i']","['घ', 'ट', 'ा', 'ए', 'ग', 'ी']","['घ', 'ट', 'ा', 'ए', 'ग', 'ी']"
"['m', 'a', 'i', 'n', 'v', 'a', 'l']","['म', 'ै', 'न', 'व', 'ल']","['म', 'ै', 'न', 'व', 'ा', 'ल']"
"['v', 'a', 'o', 'o', 'l', 'a', 't', 'a', 'a']","['व', 'स', 'ू', 'ल', 'त', 'ा']","['व', 'स', 'ू', 'ल', 'त', 'ा']"
"['b', 'h', 'i', 'r', 'a']","['भ', 'ी', 'र', 'ा']","['भ', 'ि', 'र', 'ा']"
"['i', 'n', 'h', 'a']","['स', 'ि', 'न', '्', 'ह', 'ा']","['स', 'ि', 'न', '्', 'ह', 'ा']"
"['l', 'i', 'm']","['ल', 'ि', 'म']","['ल', 'ि', 'म']"
"['r', 'i', 'h', 't', 'e', 'y']","['र', 'ि', '्', 'त', 'े']","['र', 'ि', '्', 'त', 'े']"
"['n', 'i', 'y', 'u', 't', 't', 'i', 'y', 'o', 'n']","['न', 'ि', 'य', 'ु', 'त', '्', 'त', 'ि', 'य', 'ो', 'ं']","['न', 'ि', 'य', 'ु', 'त', '्', 'त', 'ि', 'य', 'ो', 'ं']"
"['t', 'e', 'z', 'p', 'u', 'r']","['त', 'े', 'ज', '़', 'प', 'ु', 'र']","['त', 'े', 'ज', '़', 'प', 'ु', 'र']"
"['c', 'e', 'n', 't', 'r', 'e', 'e', 'n', 'g']","['स', 'ै', 'ं', 'ट', '्', 'र', 'ी', 'ं', 'ग']","['स', 'े', 'ं', 'ट', '्', 'र', 'ि', 'ं', 'ग']"
"['k', 'r', 'e', 'm', 'i', 't', 'r', 'y']","['क', '्', 'र', 'े', 'म', 'ि', 'स', '्', 'ट', '्', 'र', 'ी']","['क', '्', 'र', 'ी', 'म', 'ि', 'स', '्', 'ट', '्', 'र', 'ी']"
"['t', 'a', 'r', 'k', 'o']","['त', 'र', '्', 'क', 'ो', 'ं']","['त', 'र', 'क', 'ो']"
"['l', 'e', 'h', 'r', 'a', 'y', 'i']","['ल', 'ह', 'र', 'ा', 'ई']","['ल', 'े', 'ह', 'र', 'ा', 'य', 'ी']"
"['a', 'm', 'a', 'a', 'n', 'a', 't']","['अ', 'म', 'ा', 'न', 'त']","['अ', 'म', 'ा', 'न', 'त']"
"['g', 'a', 'i', 'l']","['ग', 'े', 'ल']","['ज', 'ी', 'ए', 'आ', 'ई', 'ए', 'ल']"
"['m', 'a', 'c', 'i', 'a']","['म', 'ै', 'क', 'ि', 'य', 'ा', 'स']","['म', 'ै', 'स', 'ि', 'य', 'ा', 'स']"
"['u', 'd', 'a', 'n', 'o', 'n']","['उ', 'ड', '़', 'ा', 'न', 'ो', 'ं']","['उ', 'ड', 'ा', 'न', 'ो', 'ं']"
"['a', 'r', 't', 'h']","['अ', 'र', '्', 'थ']","['आ', 'र', '्', 'थ']"
"['u', 'd', 'd', 'h', 'a', 'a', 't', 'a', 'n']","['उ', 'द', '्', 'ध', 'ा', 'ट', 'न']","['उ', 'द', '्', 'ध', 'ा', 'त', 'न']"
"['j', 'i', 'n']","['ज', 'ी', 'न']","['ज', 'ि', 'न']"
"['p', 'h', 'a', 'r', 'a', 'e']","['फ', 'र', 'स', 'े']","['फ', 'र', 'ा', 'स', 'े']"
"['m', 'e', 't', 'r', 'o', 'l', 'o', 'g', 'i', 't']","['म', 'ै', 'ट', '्', 'र', 'ो', 'ल', 'ॉ', 'ज', 'ि', 'स', '्', 'ट']","['म', 'े', 'ट', '्', 'र', 'ो', 'ल', 'ॉ', 'ज', 'ि', 'स', '्', 'ट']"
"['d', 'h', 'a', 'm', 'k', 'a', 't', 'a']","['ध', 'म', 'क', 'ा', 'त', 'ा']","['ध', 'म', 'क', 'त', 'ा']"
"['p', 'a', 'r', 'm', 'e', 'h', 'v', 'a', 'r', 'p', 'u', 'r']","['प', 'र', 'म', 'े', '्', 'व', 'र', 'प', 'ु', 'र']","['प', 'र', 'म', 'े', '्', 'व', 'र', 'प', 'ु', 'र']"
"['d', 'a']","['द', 'ा']","['ड', 'ी', 'ए']"
"['d', 'o', 'n', 'a', 'l', 'd', 'o', 'n']","['ड', 'ो', 'न', 'ल', '्', 'ड', 'स', 'न']","['ड', 'ो', 'न', 'ा', 'ल', 'ड', 'स', 'न']"
"['b', 'e', 'c', 'h', 'k', 'a', 'r']","['ब', 'े', 'च', 'क', 'र']","['ब', 'े', 'च', 'क', 'र']"
"['t', 'a', 'v', 'a', 'r', 'o', 'n']","['त', 'स', '्', 'व', 'ा', 'र', 'ो', 'ं']","['त', 'स', '्', 'व', 'र', 'ो', 'ं']"
"['d', 'h', 'u', 'r', 'i', 'y', 'a', 'a']","['ध', 'ु', 'र', 'ि', 'य', 'ा']","['ध', 'ु', 'र', 'ि', 'य', 'ा']"
"['c', 'h', 'a', 'u', 'r', 'a', 'i', 'y', 'a']","['च', 'ौ', 'र', 'स', 'ि', 'य', 'ा']","['च', 'ौ', 'र', 'स', 'ि', 'य', 'ा']"
"['e', 't', 'h']","['स', 'े', 'थ']","['स', 'े', 'थ']"
"['b', 'h', 'a', 'a', 'g', 'y', 'o', 'd', 'a', 'y']","['भ', 'ा', 'ग', '्', 'य', 'ो', 'द', 'य']","['भ', 'ा', 'ग', '्', 'य', 'ो', 'द', 'य']"
"['p', 'r', 'a', 'p', 'a', 't']","['प', '्', 'र', 'प', 'ा', 'त']","['प', '्', 'र', 'प', 'त']"
"['g', 'a', 'a', 'l', 'i', 'g', 'a', 'l', 'a', 'u', 'j']","['ग', 'ा', 'ल', 'ी', 'ग', 'ल', 'ौ', 'ज']","['ग', 'ा', 'ल', 'ी', 'ग', 'ा', 'ज', 'ज']"
"['k', 'h', 'a', 'm', 'm', 'a', 'm']","['ख', 'म', '्', 'म', 'म']","['ख', 'म', '्', 'म', 'म']"
"['c', 'h', 'r', 'o', 'm', 'e']","['क', '्', 'र', 'ो', 'म']","['क', '्', 'र', 'ो', 'म', 'े']"
"['p', 'a', 'n', 'i', 'h', 'a', 't', 'i']","['प', 'ा', 'न', 'ी', 'ह', 'ा', 'ट', 'ी']","['प', 'न', 'ि', 'ह', 'ा', 'त', 'ी']"
"['p', 'h', 'o', 'o', 'l', 't', 'e', 'e']","['फ', 'ू', 'ल', 'त', 'ी']","['फ', 'ू', 'ल', 'त', 'ी']"
"['m', 'a', 'n', 'h', 'a', 't', 't', 'a', 'n']","['म', 'ै', 'न', 'ह', 'ट', '्', 'ट', 'न']","['म', 'ा', 'ह', '्', '्', 'ा', 'ट', 'न']"
"['m', 'a', 't', 'p', 'a', 't', 'r', 'o', 'n']","['म', 'त', 'प', 'त', '्', 'र', 'ो', 'ं']","['म', 'त', 'प', 'त', '्', 'र', 'ो', 'ं']"
"['p', 'h', 'o', 'o']","['फ', 'ू', 'स']","['फ', 'ू', 'स']"
"['b', 'h', 'o', 'o', 't', 'a', 'l']","['भ', 'ू', 'त', 'ल']","['भ', 'ू', 'त', 'ल']"
"['l', 'a', 'g', 'n', 'e', 'h']","['ल', 'ग', '्', 'न', 'े']","['ल', 'ग', '्', 'न', 'े']"
"['c', 'h', 'a', 't', 'u', 'h', 'k', 'o', 'n', 'i', 'y', 'a']","['च', 'त', 'ु', 'ष', '्', 'क', 'ो', 'ण', 'ी', 'य']","['च', 'त', 'ु', 'ष', '्', 'क', 'ो', 'ं', 'ी', 'य']"
"['y', 'a', 'd', 'd', 'a', 'h', 't']","['य', 'ा', 'द', '्', 'द', 'ा', '्', 'त']","['य', 'द', '्', 'द', '्', 'त']"
"['a', 'r', 'e', 'g', 'a', 'm', 'a']","['स', 'ा', 'र', 'े', 'ग', 'ा', 'म', 'ा']","['स', 'र', 'े', 'ग', 'म', 'ा']"
